Year,country,gdppc,unempf,unempm,unemp,export,import,polity,polity2
2003,Sudan,1434.65,0,0,0,3636856582,4491082932,-6,-6
2004,Sudan,1465.53,0,0,0,4658000725,5431705436,-6,-6
2005,Sudan,1514.37,0,0,0,5094849686,7533592000,-4,-4
2006,Sudan,1617.96,0,0,0,5115841246,8147601191,-4,-4
2007,Sudan,1753.51,0,0,0,6836020904,7789342285,-4,-4
2008,Sudan,1755.83,0,0,0,8410532832,7812888236,-4,-4
2009,Sudan,1762.94,0,0,0,,,-4,-4
2010,Sudan,1775.46,0,0,0,,,-2,-2
2011,Sudan,1880.8,0,0,0,,,-2,-2
2012,Sudan,1892.04,0,0,0,,,-2,-2
1980,Suriname,6627.8,0,0,0,,,-1,-1
1981,Suriname,6626.19,0,0,0,,,-1,-1
1982,Suriname,6470.32,0,0,0,,,-6,-6
1983,Suriname,6243.62,0,0,0,,,-6,-6
1984,Suriname,5957.65,0,0,0,,,-6,-6
1985,Suriname,5789.31,0,0,0,,,-6,-6
1986,Suriname,5512.06,0,0,0,,,-6,-6
1987,Suriname,4658.44,0.262,0.157,0.196,,,-1,-1
1988,Suriname,4981.71,0,0,0,,,-1,-1
1989,Suriname,5437.1,0.197,0.131,0.158,,,-1,-1
1990,Suriname,5323.9,0.201,0.126,0.157,,,2,2
1991,Suriname,5390.91,0,0,0,,,5,5
1992,Suriname,5305.31,0.231,0.137,0.173,,,5,5
1993,Suriname,4855.2,0.192,0.12,0.147,,,5,5
1994,Suriname,4947.07,0.15,0.114,0.127,,,5,5
1995,Suriname,4934.66,0.109,0.07,0.084,,,5,5
1996,Suriname,4930.14,0.164,0.079,0.109,,,5,5
1997,Suriname,5142.68,0.16,0.074,0.105,,,5,5
1998,Suriname,5152.36,0.17,0.072,0.106,,,5,5
1999,Suriname,5037.62,0.204,0.099,0.138,,,5,5
2000,Suriname,4964.55,0,0,0,,,5,5
2001,Suriname,5117.73,0,0,0,,,5,5
2002,Suriname,5262.33,0,0,0,,,5,5
2003,Suriname,5501.05,0,0,0,,,5,5
2004,Suriname,5930.72,0.137,0.07,0.095,,,5,5
2005,Suriname,6125.71,0,0,0,545640341.8,809909796.6,5,5
2006,Suriname,6289.76,0,0,0,,,5,5
2007,Suriname,6543.3,0,0,0,,,5,5
2008,Suriname,6749.11,0,0,0,,,5,5
2009,Suriname,6888.34,0,0,0,,,5,5
2010,Suriname,7108.08,0,0,0,,,5,5
2011,Suriname,7372.93,0,0,0,,,5,5
2012,Suriname,7634.1,0,0,0,,,5,5
1980,Swaziland,2298.33,0,0,0,473609895.8,740278453.3,-10,-10
1981,Swaziland,2558.76,0,0,0,540418460.5,772441558.4,-10,-10
1982,Swaziland,2515.8,0,0,0,464816740.3,723538104.9,-10,-10
1983,Swaziland,2471.96,0,0,0,456411926,760208760.3,-10,-10
1984,Swaziland,2540.34,0,0,0,384014021.2,661458735.3,-10,-10
1985,Swaziland,2542.35,0,0,0,285957855,481184462,-10,-10
1986,Swaziland,2740.36,0,0,0,362183695.1,448563667.2,-10,-10
1987,Swaziland,3007.1,0,0,0,489698319.1,520393214.9,-10,-10
1988,Swaziland,3068.96,0,0,0,502541319.1,575884626.5,-10,-10
1989,Swaziland,3330.39,0,0,0.286,556534622.5,618505248.2,-10,-10
1990,Swaziland,3895.17,0,0,0,575799122.5,706021071,-10,-10
1991,Swaziland,3854.2,0,0,0,607154627,766052445.4,-10,-10
1992,Swaziland,3887.84,0,0,0,630922567.8,896661929.6,-10,-10
1993,Swaziland,3929.5,0,0,0,696172759.3,1001815244,-9,-9
1994,Swaziland,3947.13,0,0,0,774466105.1,969261030.2,-9,-9
1995,Swaziland,4055.13,0.232,0.204,0.217,793257681.2,1077436788,-9,-9
1996,Swaziland,4120.78,0,0,0,771969216.8,1114920053,-9,-9
1997,Swaziland,4154.72,0.26,0.2,0.225,909896517.3,1209933775,-9,-9
1998,Swaziland,4172.02,0,0,0,982025057.7,1326421829,-9,-9
1999,Swaziland,4215.4,0,0,0,947594848.1,1224378979,-9,-9
2000,Swaziland,4226.83,0,0,0,1090581837,1298664714,-9,-9
2001,Swaziland,4231.83,0,0,0,2027361548,2336716334,-9,-9
2002,Swaziland,4277.5,0,0,0,2256891340,2382300587,-9,-9
2003,Swaziland,4350.22,0,0,0,2412370685,2435117165,-9,-9
2004,Swaziland,4448.74,0,0,0,2187459647,2252886267,-9,-9
2005,Swaziland,4517.54,0,0,0,2249875970,2356443828,-9,-9
2006,Swaziland,4609.93,0,0,0,2283313521,2354631144,-9,-9
2007,Swaziland,4701.14,0,0,0,2258005916,2296521210,-9,-9
2008,Swaziland,4732.94,0,0,0,1824058716,2110413567,-9,-9
2009,Swaziland,4712.22,0,0,0,1761535370,2257592349,-9,-9
2010,Swaziland,4721.84,0,0,0,1615058241,2061522319,-9,-9
2011,Swaziland,4661.73,0,0,0,1933802664,2169534911,-9,-9
2012,Swaziland,4521.58,0,0,0,1733453062,2080330923,-9,-9
1980,Sweden,20361.57,0.026,0.019,0.022,44092738078,51571973575,10,10
1981,Sweden,20296.03,0.03,0.026,0.028,45327301023,49096558452,10,10
1982,Sweden,20526.45,0.038,0.033,0.035,48318834645,51453147226,10,10
1983,Sweden,20888.46,0.041,0.037,0.039,53054091413,52122080692,10,10
1984,Sweden,21760.89,0.037,0.033,0.035,56873930329,55093007043,10,10
1985,Sweden,22200.69,0.031,0.031,0.031,57613249673,59445423513,10,10
1986,Sweden,22782.82,0.029,0.028,0.028,59514471256,61525955127,10,10
1987,Sweden,23491.93,0.023,0.022,0.023,62014106615,66140378344,10,10
1988,Sweden,24007.72,0.019,0.019,0.019,63812559463,69116657233,10,10
1989,Sweden,24510.86,0.016,0.015,0.016,66046039858,74576915305,10,10
1990,Sweden,24567.94,0.018,0.019,0.018,67433016329,75322657696,10,10
1991,Sweden,24127.44,0.029,0.035,0.032,66151752488,71631814952,10,10
1992,Sweden,23697.66,0.046,0.067,0.057,67474766128,72634612991,10,10
1993,Sweden,23075.59,0.076,0.109,0.093,73075126889,71254594820,10,10
1994,Sweden,23831.56,0.081,0.109,0.096,82918578526,80415999272,10,10
1995,Sweden,24640.54,0.082,0.098,0.091,92267723258,86143884257,10,10
1996,Sweden,24997.98,0.094,0.103,0.099,96344484009,89108521375,10,10
1997,Sweden,25660.34,0.096,0.104,0.1,1.10E+11,1.00E+11,10,10
1998,Sweden,26724.5,0.079,0.087,0.083,1.19E+11,1.12E+11,10,10
1999,Sweden,27948.03,0.067,0.074,0.071,1.28E+11,1.17E+11,10,10
2000,Sweden,29145.49,0.054,0.062,0.058,1.43E+11,1.31E+11,10,10
2001,Sweden,29434.27,0.047,0.053,0.05,1.44E+11,1.29E+11,10,10
2002,Sweden,30067.24,0.047,0.056,0.052,1.46E+11,1.27E+11,10,10
2003,Sweden,30655.24,0.052,0.063,0.058,1.52E+11,1.32E+11,10,10
2004,Sweden,31828.02,0.062,0.069,0.065,1.68E+11,1.41E+11,10,10
2005,Sweden,32702.98,0.076,0.078,0.077,1.79E+11,1.50E+11,10,10
2006,Sweden,33916.97,0.071,0.068,0.07,1.96E+11,1.64E+11,10,10
2007,Sweden,34782.18,0.064,0.058,0.061,2.07E+11,1.79E+11,10,10
2008,Sweden,34300.56,0.063,0.058,0.061,2.10E+11,1.85E+11,10,10
2009,Sweden,32299.68,0.08,0.086,0.083,1.81E+11,1.59E+11,10,10
2010,Sweden,34125.35,0.082,0.085,0.084,2.02E+11,1.78E+11,10,10
2011,Sweden,35124.02,0.075,0.076,0.075,2.16E+11,1.89E+11,10,10
2012,Sweden,35133.7,0,0,0,2.18E+11,1.89E+11,10,10
1980,Switzerland,29362.6,0,0,0,66607949892,58159019330,10,10
1981,Switzerland,29670.04,0,0,0,72521142550,58307952716,10,10
1982,Switzerland,29110.94,0,0,0,72527511516,58276215523,10,10
1983,Switzerland,29171.63,0,0,0,74029703697,61519340099,10,10
1984,Switzerland,29941.53,0,0,0,80123723224,67317671466,10,10
1985,Switzerland,30904.73,0,0,0,86585525733,69958634780,10,10
1986,Switzerland,31315.75,0,0,0,87845989121,75781036016,10,10
1987,Switzerland,31613.06,0,0,0,89222967944,80308923621,10,10
1988,Switzerland,32410.14,0,0,0,94168333910,84161567568,10,10
1989,Switzerland,33541.46,0,0,0,99280161871,88991801589,10,10
1990,Switzerland,34418.73,0.026,0.017,0.021,1.02E+11,92254378404,10,10
1991,Switzerland,33679.93,0.024,0.012,0.017,1.01E+11,91047398467,10,10
1992,Switzerland,33296.08,0.035,0.023,0.028,1.04E+11,88313636622,10,10
1993,Switzerland,32952.65,0.047,0.03,0.037,1.05E+11,88435699486,10,10
1994,Switzerland,33106.11,0.043,0.035,0.038,1.08E+11,95168948008,10,10
1995,Switzerland,33043.75,0.038,0.029,0.033,1.09E+11,98649256751,10,10
1996,Switzerland,33057.59,0.04,0.034,0.037,1.13E+11,1.02E+11,10,10
1997,Switzerland,33651.54,0.039,0.043,0.041,1.26E+11,1.10E+11,10,10
1998,Switzerland,34469.06,0.042,0.032,0.036,1.31E+11,1.18E+11,10,10
1999,Switzerland,34783.99,0.036,0.026,0.031,1.40E+11,1.23E+11,10,10
2000,Switzerland,35858.9,0.031,0.023,0.027,1.58E+11,1.36E+11,10,10
2001,Switzerland,36075.68,0.035,0.017,0.025,1.59E+11,1.38E+11,10,10
2002,Switzerland,35870.18,0.031,0.028,0.029,1.59E+11,1.37E+11,10,10
2003,Switzerland,35612.54,0.045,0.038,0.041,1.58E+11,1.38E+11,10,10
2004,Switzerland,36224.9,0.048,0.039,0.043,1.70E+11,1.48E+11,10,10
2005,Switzerland,36963.59,0.051,0.039,0.044,1.83E+11,1.58E+11,10,10
2006,Switzerland,38110.38,0.047,0.034,0.04,2.02E+11,1.68E+11,10,10
2007,Switzerland,39223.89,0.045,0.029,0.036,2.21E+11,1.79E+11,10,10
2008,Switzerland,39566.84,0.04,0.028,0.034,2.28E+11,1.78E+11,10,10
2009,Switzerland,38318.71,0.045,0.038,0.041,2.10E+11,1.69E+11,10,10
2010,Switzerland,39072.1,0.05,0.042,0.045,2.27E+11,1.81E+11,10,10
2011,Switzerland,39384.69,0.045,0.037,0.041,2.35E+11,1.89E+11,10,10
2012,Switzerland,39344.14,0,0,0,,,10,10
1980,Syria,3289.36,0,0,0,1723767972,4733694228,-9,-9
1981,Syria,3477.42,0,0,0,1678864495,4347749486,-9,-9
1982,Syria,3426.99,0,0,0,1767287534,3663424929,-9,-9
1983,Syria,3354.76,0.063,0.038,0.042,1832368771,3613655936,-9,-9
1984,Syria,3108.12,0.082,0.041,0.047,1755616633,3570225169,-9,-9
1985,Syria,3188.83,0,0,0,2026624578,4869854785,-9,-9
1986,Syria,2933.94,0,0,0,1850766402,3173481452,-9,-9
1987,Syria,2896.89,0,0,0,2260640774,3997725125,-9,-9
1988,Syria,3181.8,0,0,0,2579797466,3869307656,-9,-9
1989,Syria,2810.84,0.098,0.05,0.058,3065325271,4070897908,-9,-9
1990,Syria,2937.36,0,0,0,3638427778,4105870896,-9,-9
1991,Syria,3078.76,0.14,0.052,0.068,4249128879,4106442629,-9,-9
1992,Syria,3395.56,0,0,0,4251526102,4638895730,-9,-9
1993,Syria,3472.73,0.064,0.076,0.074,4677154682,4529482917,-9,-9
1994,Syria,3635.84,0.125,0.068,0.075,6040826824,4571897058,-9,-9
1995,Syria,3739.63,0.142,0.055,0.072,6157352680,4586783298,-9,-9
1996,Syria,3796.13,0,0,0,7838908393,6015401180,-9,-9
1997,Syria,3756.9,0.293,0.131,0.152,8802474334,5636092442,-9,-9
1998,Syria,3886.66,0,0,0,9209744116,5527387821,-9,-9
1999,Syria,3653.75,0.152,0.06,0.076,10095644522,6164657328,-9,-9
2000,Syria,3667.88,0.05,0.016,0.023,10143581377,6016495417,-7,-7
2001,Syria,3782.45,0.255,0.082,0.116,11458522846,6639787816,-7,-7
2002,Syria,3936.39,0.241,0.083,0.117,12459390982,7091797931,-7,-7
2003,Syria,3890.46,0.209,0.078,0.103,9553591701,6801630421,-7,-7
2004,Syria,4070.08,0,0,0,11832796673,9534212154,-7,-7
2005,Syria,4205.52,0,0,0,11655517241,12012446992,-7,-7
2006,Syria,4266.08,0.238,0.053,0.082,14052328954,10487118063,-7,-7
2007,Syria,4334.85,0.257,0.052,0.084,14250751520,11674032236,-7,-7
2008,Syria,4355.24,0.242,0.083,0.109,13928450682,11965613418,-7,-7
2009,Syria,4466.08,0.223,0.057,0.081,11284844888,10707673645,-7,-7
2010,Syria,4501.74,0.225,0.057,0.084,11929152321,11601266526,-7,-7
2012,Syria,4684.72,0,0,0,13098728931,13209670241,-7,-7
1991,Tajikistan,2732.86,0,0,0,678507519.5,1111392289,-2,-2
1992,Tajikistan,1903.22,0,0,0,481738071.5,789082025.4,-6,-6
1993,Tajikistan,1564.58,0,0,0,392185974.2,966109791.5,-6,-6
1994,Tajikistan,1212.79,0,0,0,404375000,724582343.6,-6,-6
1995,Tajikistan,1047.4,0,0,0,373262012.2,731002370.4,-6,-6
1996,Tajikistan,860.87,0,0,0,362843269.3,591252640.1,-6,-6
1997,Tajikistan,864.47,0,0,0,408378285.9,560291852.8,-5,-5
1998,Tajikistan,898.82,0,0,0,377868124.3,622496173.4,-1,-1
1999,Tajikistan,919.58,0,0,0,389077470.2,641626679.9,-1,-1
2000,Tajikistan,981.17,0,0,0,400039255.6,708427739.5,-1,-1
2001,Tajikistan,1063.51,0,0,0,342033563,605705719.8,-1,-1
2002,Tajikistan,1157.25,0,0,0,368028133.5,672939037.6,-1,-1
2003,Tajikistan,1259.86,0,0,0,476596403.1,832425589.6,-3,-3
2004,Tajikistan,1361.62,0,0,0,584307225.5,1048023792,-3,-3
2005,Tajikistan,1422.59,0,0,0,601252131.1,1220947774,-3,-3
2006,Tajikistan,1489.59,0,0,0,639849995.2,1168508142,-3,-3
2007,Tajikistan,1573.35,0,0,0,631222655.8,1188701201,-3,-3
2008,Tajikistan,1660.86,0,0,0,732477253.4,1397922502,-3,-3
2009,Tajikistan,1685.75,0,0,0,784553776,1505350572,-3,-3
2010,Tajikistan,1752.97,0,0,0,836630298.7,1612778642,-3,-3
2011,Tajikistan,1837.51,0,0,0,888706821.4,1720206712,-3,-3
2012,Tajikistan,1936.41,0,0,0,940783344.1,1827634783,-3,-3
1988,Tanzania,822.83,0,0,0,,,-6,-6
1989,Tanzania,827.83,0,0,0,,,-6,-6
1990,Tanzania,858.43,0,0,0,547010553.3,1227486986,-6,-6
1991,Tanzania,847.9,0.043,0.028,0.036,489440528.2,1251690095,-6,-6
1992,Tanzania,824.77,0,0,0,601675247.8,1305302064,-5,-5
1993,Tanzania,807.47,0,0,0,781685716.4,1455912910,-5,-5
1994,Tanzania,794.5,0,0,0,872043967.7,1391894281,-5,-5
1995,Tanzania,798.81,0,0,0,1188989761,1473021670,-1,-1
1996,Tanzania,812.48,0,0,0,1201415962,1304643476,-1,-1
1997,Tanzania,819.73,0,0,0,1057437947,1345747116,-1,-1
1998,Tanzania,829.38,0,0,0,1125990333,1826337188,-1,-1
1999,Tanzania,848.49,0,0,0,1350860487,1989639857,-1,-1
2000,Tanzania,868.5,0,0,0,1588030970,1992322651,-1,-1
2001,Tanzania,897.57,0.058,0.044,0.051,1860307814,2158800758,-1,-1
2002,Tanzania,937.46,0,0,0,2003608506,2354286920,-1,-1
2003,Tanzania,976.05,0,0,0,2393808877,2859433461,-1,-1
2004,Tanzania,1024.52,0,0,0,2593508614,3132663798,-1,-1
2005,Tanzania,1070.07,0,0,0,2944746524,4204537419,-1,-1
2006,Tanzania,1110.26,0.058,0.028,0.043,2848441430,4639586919,-1,-1
2007,Tanzania,1155.62,0,0,0,3328054479,5397635931,-1,-1
2008,Tanzania,1205.45,0,0,0,3980190620,6059960156,-1,-1
2009,Tanzania,1240.44,0,0,0,4598341412,6916688385,-1,-1
2010,Tanzania,1288.5,0,0,0,5449331996,7914554970,-1,-1
2011,Tanzania,1330.79,0,0,0,6947564123,11708931616,-1,-1
2012,Tanzania,1379.63,0,0,0,7553187887,12952368832,-1,-1
1980,Thailand,2225.92,0.008,0.01,0.009,9915853742,16567975276,2,2
1981,Thailand,2311.03,0.011,0.015,0.013,10824238748,16661140324,2,2
1982,Thailand,2388.86,0.029,0.022,0.025,12086278057,14224441775,2,2
1983,Thailand,2476.11,0.033,0.026,0.029,11363124495,18884934232,2,2
1984,Thailand,2571.13,0.059,0.038,0.048,13324191694,20326329513,2,2
1985,Thailand,2641.93,0.044,0.032,0.037,14628487545,17751441332,2,2
1986,Thailand,2737.03,0.039,0.031,0.035,16883682078,17586617099,2,2
1987,Thailand,2942.62,0.075,0.042,0.058,20565272067,23488430047,2,2
1988,Thailand,3275.18,0.035,0.026,0.03,26153074803,32781497176,3,3
1989,Thailand,3616.75,0.016,0.012,0.014,31785880175,39858529564,3,3
1990,Thailand,3967.39,0.024,0.02,0.022,36043325808,49299673458,3,3
1991,Thailand,4261.62,0.035,0.02,0.027,41500278058,55678224724,-1,-1
1992,Thailand,4568.02,0.015,0.013,0.014,47230394970,60671708734,9,9
1993,Thailand,4910.14,0.018,0.012,0.015,53363252177,68695895919,9,9
1994,Thailand,5312.85,0.016,0.011,0.013,60982211552,78605376371,9,9
1995,Thailand,5755.14,0,0,0,70400876884,94301209131,9,9
1996,Thailand,6035.61,0.011,0.01,0.011,66511404348,93730425952,9,9
1997,Thailand,5889.08,0.009,0.008,0.009,71322618719,83140813326,9,9
1998,Thailand,5209.9,0.034,0.034,0.034,77200948080,65143234660,9,9
1999,Thailand,5378.03,0.029,0.03,0.03,84172734950,71976269690,9,9
2000,Thailand,5568.41,0.023,0.024,0.024,98892951201,91495149970,9,9
2001,Thailand,5623.63,0.025,0.027,0.026,94728242998,86466274315,9,9
2002,Thailand,5855.02,0.016,0.02,0.018,1.06E+11,98312542744,9,9
2003,Thailand,6205.9,0.014,0.016,0.015,1.14E+11,1.07E+11,9,9
2004,Thailand,6538.86,0.014,0.016,0.015,1.24E+11,1.21E+11,9,9
2005,Thailand,6790.7,0.012,0.015,0.013,1.30E+11,1.32E+11,9,9
2006,Thailand,7101.4,0.011,0.013,0.012,1.42E+11,1.36E+11,-5,-5
2007,Thailand,7437.83,0.011,0.013,0.012,1.53E+11,1.42E+11,-1,-1
2008,Thailand,7610.12,0.01,0.013,0.012,1.60E+11,1.55E+11,4,4
2009,Thailand,7422.5,0.014,0.015,0.015,1.40E+11,1.21E+11,4,4
2010,Thailand,7987.18,0.01,0.011,0.01,1.61E+11,1.48E+11,4,4
2011,Thailand,7972.44,0.006,0.007,0.007,1.76E+11,1.68E+11,7,7
2012,Thailand,8458.94,0,0,0,1.87E+11,1.82E+11,7,7
1980,Togo,1170.75,0,0,0,874444600.8,1356131439,-7,-7
1981,Togo,1095.22,0,0,0,763138414.8,1273638658,-7,-7
1982,Togo,1018.65,0,0,0,763865904.2,1322384374,-7,-7
1983,Togo,928.1,0,0,0,676566274.6,1029908954,-7,-7
1984,Togo,944.1,0,0,0,678020359.6,1134900734,-7,-7
1985,Togo,962.02,0,0,0,700573903.7,1350283375,-7,-7
1986,Togo,945.17,0,0,0,771807679.1,1583298368,-7,-7
1987,Togo,920.14,0,0,0,801000048.8,1508511947,-7,-7
1988,Togo,951.89,0,0,0,873025975.5,1656680189,-7,-7
1989,Togo,962.31,0,0,0,787723351.2,1497436716,-7,-7
1990,Togo,933.91,0,0,0,725394781,1539295815,-7,-7
1991,Togo,903.49,0,0,0,758037525.9,1397680600,-88,-5
1992,Togo,846.27,0,0,0,609462210.1,1227163566,-88,-3
1993,Togo,701.44,0,0,0,589959389.9,830789748.9,-2,-2
1994,Togo,787.42,0,0,0,579340141.5,729433414,-2,-2
1995,Togo,828.78,0,0,0,698684171.3,946075157.2,-2,-2
1996,Togo,879.9,0,0,0,764834221.5,1384889398,-2,-2
1997,Togo,981.36,0,0,0,764834221.5,1384889398,-2,-2
1998,Togo,934.63,0,0,0,756421041.5,1487371165,-2,-2
1999,Togo,933.53,0,0,0,746587567.6,1359457203,-2,-2
2000,Togo,902.65,0,0,0,715977466.5,1291484394,-2,-2
2001,Togo,865.29,0,0,0,778789831.4,1523195094,-2,-2
2002,Togo,835.32,0,0,0,873466987.9,1585568764,-2,-2
2003,Togo,854.15,0,0,0,888142498.5,1613293418,-2,-2
2004,Togo,849.81,0,0,0,774149025.8,1379932073,-2,-2
2005,Togo,837.74,0,0,0,846998608.3,1240643646,-4,-4
2006,Togo,849.37,0,0,0,766347918.7,1050561257,-4,-4
2007,Togo,846.64,0,0,0,736378409.3,969105959.9,-4,-4
2008,Togo,843.41,0,0,0,762341428.6,885015474.3,-4,-4
2009,Togo,850.71,0,0,0,920927004.6,1241216218,-4,-4
2010,Togo,862.04,0,0,0,982977542.4,1245469842,-2,-2
2011,Togo,880.18,0,0,0,1088485435,1349866522,-2,-2
2012,Togo,905.79,0,0,0,,,-2,-2
1980,Trinidad and Tobago,15209.69,0.14,0.08,0.1,2595101787,2507446963,8,8
1981,Trinidad and Tobago,15656.96,0.146,0.086,0.105,2554867578,2290979098,8,8
1982,Trinidad and Tobago,16026.52,0.138,0.083,0.1,2457036171,2675676114,8,8
1983,Trinidad and Tobago,14320.7,0.154,0.091,0.111,2348443272,2643657796,8,8
1984,Trinidad and Tobago,13298.03,0.16,0.12,0.135,2719224308,2472575116,9,9
1985,Trinidad and Tobago,12584.35,0.17,0.15,0.157,2877613527,2454749943,9,9
1986,Trinidad and Tobago,12036.83,0.19,0.163,0.172,2839165568,2660765973,9,9
1987,Trinidad and Tobago,11379.94,0.321,0.26,0.281,2712865272,1961668804,9,9
1988,Trinidad and Tobago,10846.5,0.236,0.212,0.221,2991244745,1803249905,9,9
1989,Trinidad and Tobago,10679.48,0.245,0.208,0.22,2891896859,1708485438,9,9
1990,Trinidad and Tobago,10767.08,0.242,0.179,0.2,3196152572,1741411672,9,9
1991,Trinidad and Tobago,10983.9,0.235,0.157,0.185,3281755001,1961716397,9,9
1992,Trinidad and Tobago,10736.8,0.239,0.17,0.196,3496292070,1964643511,9,9
1993,Trinidad and Tobago,10522.35,0.235,0.177,0.198,3345630135,2041320680,9,9
1994,Trinidad and Tobago,10845.69,0.223,0.161,0.184,3853052456,1790462750,9,9
1995,Trinidad and Tobago,11232.53,0.206,0.152,0.172,4456042516,2109447696,9,9
1996,Trinidad and Tobago,11644.62,0.21,0.133,0.163,4191840469,2448031730,9,9
1997,Trinidad and Tobago,11937.61,0.194,0.123,0.15,4659347346,3674768140,10,10
1998,Trinidad and Tobago,12846.04,0.188,0.113,0.142,5346603483,4000176592,10,10
1999,Trinidad and Tobago,13386.09,0.168,0.109,0.131,5416391507,3595769195,10,10
2000,Trinidad and Tobago,14171.34,0.151,0.102,0.121,6193504261,4163975053,10,10
2001,Trinidad and Tobago,14700.98,0.144,0.086,0.108,6205109065,4532215313,10,10
2002,Trinidad and Tobago,15812.24,0.145,0.078,0.104,5651539554,4809646810,10,10
2003,Trinidad and Tobago,18007.9,0.138,0.083,0.105,7278655233,5061515997,10,10
2004,Trinidad and Tobago,19332.49,0.112,0.064,0.083,8254476735,5779226989,10,10
2005,Trinidad and Tobago,20343.63,0.11,0.058,0.08,10589485459,6277245126,10,10
2006,Trinidad and Tobago,23023.39,0.087,0.045,0.063,12943224743,6475308334,10,10
2007,Trinidad and Tobago,23997.17,0.079,0.039,0.055,12326744979,6943831499,10,10
2008,Trinidad and Tobago,24690.3,0.062,0.035,0.046,15362317397,7540702483,10,10
2009,Trinidad and Tobago,23497.64,0,0,0,,,10,10
2010,Trinidad and Tobago,23448.35,0,0,0,,,10,10
2011,Trinidad and Tobago,22757.68,0,0,0,,,10,10
2012,Trinidad and Tobago,22965.9,0,0,0,,,10,10
1980,Tunisia,4020.69,0,0,0,4548026542,6367642589,-9,-9
1981,Tunisia,4131.6,0,0,0,4706086820,7196277687,-8,-8
